IQ,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,branch_encoded,KT,CGPA_Final,Placement
103.0,5.630963546983448,1,6.0,5.0,3,3,3,6.640000000000001,1
101.0,4.416730959710737,1,7.0,9.0,1,2,5,7.075,0
84.0,9.0,0,2.0,6.44217519380215,1,4,1,9.99,0
102.0,4.823295173606919,1,4.118037539698861,5.465398202530656,3,1,4,5.75,0
105.0,5.163752433392485,1,4.701972934737444,4.691905589713265,2,2,3,6.43,0
75.0,9.0,0,2.0,9.0,4,0,0,7.7,0
108.0,7.194262432200684,1,5.673155873442283,5.12217298051311,5,1,3,7.494,1
106.0,5.575893689428632,0,3.966732816186454,5.862772783317503,3,1,4,8.28,0
93.0,4.0,1,0.0,5.0,0,1,0,5.5,1
94.0,3.0,1,5.0,2.0,5,1,2,6.984,1
72.0,5.0,1,2.0,6.0,5,1,4,7.51,0
106.0,6.0,1,4.2643129019071395,4.0,3,2,2,8.34,0
101.0,4.98439746092027,1,4.0,5.138801393609835,2,2,4,5.44,0
93.0,7.17149713841205,0,6.330044818442211,4.414114560530262,5,1,0,8.68,0
98.0,6.137153595976784,0,5.2857138860203,4.896171428391716,4,1,3,6.278571428571429,0
108.0,10.0,0,1.0,7.0,3,1,3,5.484999999999999,1
100.0,5.656141098996695,0,5.0,5.451465819806234,2,4,6,7.4175,0
99.0,2.0,0,3.0,4.363442909131585,2,1,3,8.58,1
104.0,8.015762616374534,1,6.548663011146541,5.0,5,1,2,6.344,0
102.0,4.482926401667552,0,9.0,7.94011213687905,3,2,4,6.11,1
103.0,5.748695477054497,1,5.393797969158083,5.605478436542146,2,3,3,7.77,1
98.0,5.540216290976009,0,7.0,7.0,3,2,3,7.086,0
89.0,5.0,1,3.5693889417320754,7.091397696383101,1,2,3,5.6000000000000005,0
97.0,3.0,1,5.142334405623618,3.8983872020411194,2,1,1,5.522500000000001,0
82.0,4.0,0,1.0,8.0,0,2,4,7.9975000000000005,0
149.0,0.0,0,10.0,4.0,0,1,6,6.6425,1
115.0,10.0,0,8.0,10.0,0,1,4,8.3,1
97.0,5.0,0,3.0,3.8530765357460837,2,1,1,6.3,0
98.0,4.914873937580978,1,4.5511923988841865,6.563986208981536,3,1,3,7.347999999999999,1
110.0,10.0,0,3.708429817548229,1.0,5,3,2,6.864,0
110.0,1.9080737449714107,0,3.0,1.0,0,2,2,7.667999999999999,0
110.0,1.70349708136251,0,10.0,7.807721569750805,0,1,2,3.44,0
97.0,6.3788583536426415,0,5.172944298782344,8.0,2,3,6,7.99,0
100.0,2.0,1,7.0,4.7866144026226785,2,1,2,6.19,0
103.0,3.9315244574313226,1,4.0199063126377155,5.371893178708808,1,1,3,5.967999999999999,0
112.0,3.0,1,8.0,1.0,4,1,2,2.914,0
102.0,5.1780874272664015,1,8.0,6.478556044331794,3,2,2,8.31,0
91.0,8.44598979100752,0,3.0,6.0,1,3,0,6.45,0
123.0,1.0,0,8.238788377384154,4.0,0,3,4,7.5566666666666675,1
93.0,7.67938045645456,1,0.0,2.0321363224693023,4,4,4,5.42,1
116.0,10.0,1,5.0,4.0,5,1,2,6.422,0
106.0,6.0,0,10.0,8.79561646034394,4,1,5,8.19,0
120.0,10.0,0,1.9046201493479273,2.0,5,1,3,7.42,0
90.0,8.200589080714686,1,6.43825878742669,8.0,5,1,3,6.56,0
91.0,1.9141667879316664,0,9.0,3.0,2,4,2,7.7,0
108.0,4.237274732172306,1,4.2588729816783335,2.0,3,2,1,7.03,1
105.0,4.006192247202794,1,10.0,6.812535731698478,3,2,2,3.18,1
126.0,2.0,1,8.758509227379996,5.0,0,1,3,8.34,0
101.0,5.0,0,4.687958863408689,6.0,2,1,3,5.63,0
130.0,7.0,0,7.0,8.0,1,1,3,6.817142857142857,1
108.0,6.0,0,8.0,10.0,0,1,2,9.59,0
71.0,3.0,1,0.0,8.0,3,0,5,6.47,1
83.0,6.0,1,2.0,5.0,3,1,1,6.11,0
108.0,4.18871758189438,0,3.9212828437453062,5.0,2,1,2,8.280000000000001,1
114.0,2.0,1,4.248634562104964,3.782257408530878,2,2,5,6.53,1
102.0,5.682783282965623,1,5.198867948217359,5.620304069919264,3,1,1,8.425,1
102.0,5.807036867258713,1,4.8971220646119775,1.0,5,2,2,6.4,0
104.0,6.0,1,4.55,2.0,4,4,1,6.453333333333333,0
106.0,4.314027603762902,1,3.422657809698908,5.0,3,2,6,7.78,1
86.0,2.203181559356686,1,2.962780130182413,5.0,4,1,4,5.65,1
111.0,4.0,0,7.24281004815554,10.0,1,1,4,8.546000000000001,1
108.0,5.12102296513979,1,5.0,7.40210802405673,3,1,5,7.45,1
115.0,2.0,1,5.730735063147499,1.196392549429735,1,1,0,6.31,0
101.0,6.202913779678941,1,4.0,6.0,2,2,3,7.9875,0
112.0,5.0,1,3.038190460831192,2.0,3,2,6,4.014,0
99.0,4.0,1,4.859693840084333,4.521951899121849,2,2,3,6.25,0
99.0,5.755218702311257,1,2.0,4.283165483679692,2,1,2,8.13,0
100.0,5.285625086628009,0,5.0644065040623225,5.172139402667588,3,1,1,7.286666666666666,0
101.0,4.0,1,4.580376882845506,5.191168728105319,2,1,3,7.616,0
94.0,1.0,1,5.648704369692709,3.466492714484282,1,4,5,9.41,0
97.0,7.007203436696663,1,5.47685376486389,5.013241070890707,5,1,3,8.236666666666666,0
90.0,3.0,0,9.021241159804063,9.0,3,1,1,7.04,1
80.0,2.0,1,4.69780666724548,3.0,3,2,0,5.726666666666667,0
90.0,4.772583380704003,1,5.0,5.639031746981349,3,2,2,7.337999999999999,0
103.0,7.0,0,5.030019792316988,8.0,3,1,3,6.6433333333333335,1
74.0,4.0,1,1.0,2.0,5,0,0,2.715,0
113.0,5.34819081814879,0,4.606241937674984,5.396195076723579,2,2,3,7.09,1
95.0,4.0,0,5.3409982964306835,6.0,2,2,3,4.35,0
98.0,4.0,1,5.087750601336722,4.783451257993574,2,4,6,8.81,0
113.0,10.0,0,3.0,6.0,5,1,4,6.7375,0
97.0,6.627590142660875,1,6.111681826979272,9.0,3,1,1,6.1,1
99.0,5.4675073680110415,1,3.0,4.245316973035251,2,1,2,6.5725,0
98.0,5.998220389917737,0,6.0,5.437256617459653,4,1,2,7.15,0
86.0,10.0,1,0.0,10.0,4,0,4,6.630000000000001,0
100.0,5.261099692978817,1,4.726529768099258,5.135147610743218,3,1,2,7.44,0
84.0,9.536439835518525,0,7.900503228407413,8.0,5,4,4,6.7625,0
101.0,6.0,0,3.0,5.494204037266588,2,1,1,6.7,1
95.0,3.0,1,5.100757991284649,4.31235268422882,2,2,2,9.05,0
103.0,3.0,1,2.0,4.94364616718271,1,1,5,7.0625,0
114.0,4.961191374179283,0,5.102200790272025,4.988370655733547,1,1,0,8.12,1
100.0,4.786954373655416,0,4.843809212347125,4.773321096159503,2,2,3,4.513333333333333,0
97.0,7.335266357108033,0,4.0,7.0,4,1,2,6.69,1
122.0,9.320847223786021,0,0.0,5.0,3,1,4,8.01,1
101.0,9.0,0,0.0,6.0,2,1,3,9.870000000000001,0
105.0,9.0,0,5.8858187092800875,6.203153471658823,3,4,3,9.44,0
105.0,3.947114470523669,0,3.798390859997191,2.0,3,1,2,7.69,0
92.0,2.0,0,4.0,5.0,1,1,2,5.32,0
108.0,4.0,0,3.9253796765414144,1.0,4,1,1,6.5425,1
116.0,5.915788020515482,1,4.0,4.0570955845002885,2,2,4,5.34,0
98.0,3.2339005914149155,0,3.5490237774355364,1.0,3,2,2,7.833333333333333,0
100.0,5.335727801505506,0,4.745181233842416,5.180653397505754,3,2,4,5.59,0
88.0,1.0,0,6.2573053469305435,2.476581983869462,4,1,3,6.44,0
91.0,5.114704326940554,1,5.0,6.196989297413584,4,2,3,4.998,1
101.0,8.237341009502984,0,1.0,2.841816478112145,5,3,6,7.2325,1
77.0,4.0,0,9.0,9.0,5,1,3,6.465,0
73.0,1.0,1,8.878931676723834,7.0,5,1,3,6.754,0
120.0,8.662747285017762,1,5.0,5.0,1,2,1,5.73,0
88.0,9.312946866047664,1,0.0,8.0,0,4,4,5.543333333333333,0
86.0,10.0,0,7.0,10.0,5,1,0,6.642000000000001,0
106.0,7.383725660252804,0,2.0,2.4099928752681805,4,3,4,6.035,1
70.0,2.0,0,2.0,8.0,0,0,0,7.11,0
99.0,2.0,0,3.0,4.226575592390109,2,1,3,6.655714285714287,1
103.0,5.0,0,5.641243114363071,3.9598804967820307,2,1,0,7.6625000000000005,0
104.0,4.617674347512754,0,7.0,6.406578859314749,2,2,1,7.919999999999999,1
69.0,8.532653021613804,0,2.0,8.0,5,1,2,6.234,0
113.0,6.079626250978308,0,4.536932338831651,5.651211096292023,3,1,3,8.681666666666667,1
90.0,6.0,1,6.0,3.5607069140795495,5,1,0,8.95,0
105.0,3.668274144419044,1,7.0,2.0,3,2,1,6.3,0
107.0,4.085202828766768,1,3.0,4.0,3,2,6,7.415000000000001,0
98.0,5.0,1,5.331295631865075,7.0,2,2,3,6.801666666666666,0
82.0,4.0,0,4.9073350211240125,6.153334033224837,3,2,2,7.355,0
96.0,4.873348867082576,1,4.117198244853636,6.014908084632765,2,2,5,6.869999999999999,0
106.0,8.0,0,4.0,7.903964306762381,4,1,6,8.87,0
88.0,7.804199392594413,0,6.466908984568732,10.0,3,1,2,8.19,0
92.0,3.0,1,9.0,8.5,2,1,3,5.58,0
105.0,10.0,0,4.0,6.6570078596674325,3,2,3,6.456,0
89.0,6.946988043727952,0,8.827469808059497,3.992775380239939,4,4,0,9.81,0
87.0,2.0928054874714235,1,3.389227382465993,6.0,1,2,2,6.243333333333333,1
99.0,5.140796866926095,0,5.179352164419569,4.0,2,3,3,4.87,0
107.0,1.0,0,3.6719512403815067,2.0,3,2,5,8.225000000000001,1
68.0,5.117206153482961,0,6.0,8.0,2,4,3,5.74,0
103.0,4.0,0,4.756738395309132,5.5017264445840155,3,1,3,5.483333333333333,1
94.0,4.3344251500047655,0,4.468377766356092,6.788759506495911,3,2,4,5.23,1
101.0,4.862572645254282,0,3.0,4.0,2,1,3,6.46,0
119.0,7.0,1,1.6706211991917002,6.0,0,0,2,7.82,0
102.0,8.0,1,4.860081986436477,10.0,3,1,6,6.7975,0
117.0,7.0,1,5.3492074994539465,5.396996226513917,2,1,0,5.851666666666667,1
118.0,7.502047563668121,0,3.0,5.0,2,1,3,5.49,0
106.0,2.7314221521395687,1,3.7431214783202833,1.0,3,1,2,1.52,0
141.0,8.0,0,4.7999600340840445,3.464659710825286,2,1,3,8.53,1
101.0,5.214196831377002,1,4.587942280211518,5.3074385961548,3,1,3,7.394,0
101.0,4.855899389135647,0,9.0,6.118592239463501,3,2,2,6.536666666666666,0
105.0,4.0,0,3.68601540985636,5.815795061143714,1,1,3,8.5,0
99.0,5.639642891988959,0,1.0,4.112849644499256,2,1,3,6.748,0
79.0,4.905399104287774,1,4.83325618412848,9.0,2,2,3,9.4,0
99.0,4.947049542701755,0,5.0,4.320180053500952,3,1,0,5.26,0
106.0,10.0,1,0.0,4.0,6,2,5,6.99,0
105.0,3.6714211315633705,1,10.0,4.0,3,2,2,8.201666666666666,0
103.0,3.566010302355572,0,3.926896715682563,5.515323655680374,0,2,3,6.711666666666667,0
111.0,8.0,0,4.0,7.609009501831821,1,1,2,6.245,0
87.0,2.0,1,4.0,3.0,0,4,5,7.18,0
106.0,5.097813052901987,0,5.0,4.2692574876823866,2,1,1,6.38,0
100.0,5.182810097835631,1,8.0,5.9868289061016675,3,2,2,8.2,0
104.0,3.4071070851838776,0,7.0,6.579312475239252,1,1,2,5.9399999999999995,0
74.0,6.0,0,0.0,1.0,1,1,2,5.12,0
105.0,3.0,0,3.816434975784251,6.189602420815746,3,1,6,7.523333333333333,1
94.0,7.0,0,6.0,8.0,5,1,3,6.18,1
102.0,5.548738876172333,1,5.849295061688348,4.973530849248714,2,4,3,5.562857142857142,1
96.0,4.600326945215524,0,4.460439001152224,5.303807231268024,3,0,1,5.894,0
109.0,10.0,1,4.0,9.0,5,1,6,9.22,1
104.0,4.7759170851488975,0,1.0,1.0,2,2,2,8.693333333333333,0
107.0,5.294044352593886,1,4.77989754338299,4.678335789092031,2,2,3,5.1850000000000005,0
100.0,5.097037932918319,0,6.0,5.4661459293414865,3,2,3,6.84,0
102.0,4.300559534602115,0,9.0,9.0,3,1,5,7.0,0
123.0,5.549503705040582,1,6.0,4.511495341335014,2,2,2,5.45,1
103.0,5.409370743809227,0,5.3448248925761845,4.0,2,4,3,6.07,1
116.0,8.0,0,3.8241385857349215,5.348979934011805,3,0,2,5.16,0
100.0,7.0,0,5.090546857048022,5.312323870825715,3,2,1,6.83,0
72.0,3.0,1,10.0,9.301356086620356,4,2,2,6.308000000000001,1
78.0,5.0,0,1.0,2.2707122004534313,4,1,0,7.555,0
97.0,6.625734841666429,1,6.392267680087301,5.052486491056833,4,2,0,8.73,1
84.0,2.0,1,10.0,10.0,2,1,2,7.5024999999999995,0
97.0,6.213542513183327,0,5.795109810458566,10.0,3,1,3,3.9,1
89.0,6.788113818190393,1,7.720921265539957,2.9250199553137257,4,4,0,5.0025,0
105.0,4.167108376111617,0,10.0,6.98863649435852,3,2,2,4.12,1
92.0,6.632738534804304,1,2.0,2.18844590897565,4,1,0,5.05,0
88.0,4.0,1,6.988768470923127,10.0,2,1,2,7.581666666666667,1
97.0,5.021720722868025,0,5.0,3.9146147071853363,2,1,0,4.8,0
102.0,2.0,0,4.502681400257945,5.202828119574381,2,2,5,5.86,1
108.0,1.0,0,2.956747846492206,2.0,0,1,2,1.7,0
73.0,1.753903918304676,1,4.0,6.0,2,1,2,8.66,0
121.0,2.0,0,5.0,6.0,0,1,2,9.44,1
101.0,5.694469926909434,1,4.700078978409223,5.410048027678519,3,2,4,7.696666666666666,0
114.0,7.0,0,6.0,8.967463077423787,0,2,4,8.094999999999999,0
93.0,3.0,0,4.0,3.3484733872944723,3,1,0,7.958,1
104.0,5.2072505833547,0,4.831426643524015,4.9653453953048,2,2,3,5.63,0
108.0,8.0,0,8.0,7.893511090381408,4,2,2,7.8,1
100.0,1.0,0,9.0,5.168539468271224,2,2,2,5.0,1
96.0,6.0,1,4.7491076534367735,5.719733563985333,3,2,3,5.85,0
95.0,5.0,1,5.96651490413662,8.0,2,1,1,9.21,1
99.0,6.560441243861984,0,5.349485054926042,5.141498891578895,4,1,3,8.88,0
88.0,1.8688410716653685,0,3.4580155065980236,1.0,3,1,1,6.510000000000001,0
99.0,1.0,0,9.0,5.440294795060986,3,2,2,8.82,1
84.0,2.0,0,2.0,0.6251530833118526,1,4,2,5.333333333333333,0
106.0,2.433116885424436,0,4.0,3.0,0,2,2,5.9,0
108.0,6.286805848272056,0,5.122708913236323,5.0,2,1,2,7.885,0
100.0,4.408546668646483,0,5.0,5.0,2,1,2,3.9739999999999993,0
101.0,5.661397881135649,1,5.781350447718442,5.858132611218178,3,1,0,9.75,1
98.0,5.515316764671841,0,5.186008801824883,4.828561393709549,2,2,1,7.925000000000001,0
127.0,10.0,0,2.0,4.0,2,4,5,6.648333333333333,0
98.0,2.0,0,4.6867473001950195,3.9257015029053495,3,0,3,5.583333333333333,0
104.0,4.0,1,3.947252198575679,5.285951976875831,1,1,2,6.725,0
103.0,6.277217649803614,0,4.93782453113948,6.307412401513709,4,2,4,8.42,1
105.0,6.0,1,4.033912619256483,6.010734903041998,3,2,6,5.9,0
107.0,8.0,1,4.145038236575765,6.174349171753846,2,2,3,3.106666666666667,0
107.0,9.0,0,7.0,7.0,4,2,2,6.83,0
90.0,7.444628722109144,0,6.7386011141796445,5.0,5,3,3,9.6,0
101.0,5.526903001777022,1,4.587881852043736,5.537411450864401,3,1,3,9.05,0
62.0,1.0,0,10.0,6.0,3,4,0,8.16,0
110.0,10.0,0,5.0,8.0,4,1,2,4.133333333333333,1
101.0,7.0,0,8.0,1.0,8,4,6,5.91,0
115.0,6.832722398279039,0,5.266798945926208,8.0,2,2,4,7.323333333333333,1
101.0,5.845699827149442,0,5.79464807023739,5.217013298591574,2,4,3,7.19,1
105.0,9.0,1,4.0,9.0,5,4,2,6.318,0
102.0,4.393469870302049,0,10.0,6.290209969868428,3,2,2,4.49,0
125.0,6.68864256476234,0,4.253343721506681,1.0,5,1,5,5.372,0
112.0,5.0,0,8.59,7.6,3,1,3,3.0,1
106.0,4.582120841771278,1,3.9117371138742207,1.0,3,2,2,9.58,0
103.0,5.3805662355788435,0,7.0,7.0,3,2,3,7.946666666666666,1
113.0,5.843042861403703,0,7.0,4.757313924860966,3,1,0,6.734999999999999,1
97.0,6.851883587898996,1,6.0,4.0,5,1,1,7.68,0
100.0,6.381640175203348,0,5.0,5.521617824313246,5,0,2,6.4319999999999995,0
117.0,5.569677734798937,1,9.0,6.0,1,3,3,8.23,0
94.0,3.4757069046233298,0,2.764192335996267,9.11,1,1,5,6.252,1
79.0,9.0,1,3.0,5.0,3,1,2,6.3,0
122.0,10.0,0,7.0,10.0,4,0,5,5.0,1
99.0,5.565294891583527,0,4.831594668666554,5.346074153285574,2,2,3,8.63,0
130.0,10.0,0,1.0,4.0,3,1,6,6.7275,0
100.0,5.931932106054795,0,7.0,10.0,2,2,3,8.37,1
110.0,3.391522108974243,1,3.6756298252375608,2.0,3,1,2,4.773999999999999,1
107.0,1.0,1,3.0,8.0,0,2,8,8.36,1
95.0,4.9153591228973035,0,0.0,5.6118335581494705,2,1,4,6.073333333333333,1
105.0,4.149759832355297,1,3.7198011362502044,5.0,3,0,2,5.973999999999999,1
108.0,4.0,1,6.0,1.0,3,2,2,7.491428571428571,0
112.0,9.0,0,3.08389389036747,7.78322597336631,0,2,2,6.879999999999999,0
123.0,6.0,1,1.0,7.0,0,1,4,6.91,1
96.0,7.063340057765682,1,6.112779591140349,9.31,2,1,1,7.128451518133593,1
124.0,10.0,1,1.4379140959414265,2.0,2,2,0,8.81,1
97.0,4.4180482573270226,0,5.423652042745594,3.7272908109054015,2,1,0,1.85,0
93.0,4.0,0,3.0,5.0,1,1,1,5.23,0
90.0,4.474560432575167,0,2.9198593785180407,8.342887489122134,3,2,10,8.49,0
97.0,4.0,1,5.216148998354193,4.086288997907673,2,1,0,4.86,0
95.0,4.464208570752113,0,9.0,1.0,5,4,2,5.604000000000001,0
98.0,4.838246912705834,0,1.0,3.6456401228511375,1,1,0,7.470000000000001,0
100.0,3.09022660730011,1,2.8686779801727056,6.258324608658016,0,1,3,6.234,0
106.0,4.48265696547821,1,10.0,5.0,2,4,1,8.86,1
106.0,3.656009459829999,1,2.0,1.0,2,1,2,5.67,0
104.0,5.423818520522506,1,5.08845176367603,5.693001766406496,2,3,4,6.364,1
107.0,9.0,1,3.6426404813188817,7.022835638080672,4,0,3,6.789999999999999,0
102.0,5.51480752380672,0,4.0,6.490528174323341,2,2,6,9.156666666666666,0
99.0,2.0,0,5.035554247562423,4.9195636597139085,2,2,3,9.7,1
75.0,1.7381431158461638,0,7.0,8.750725418342505,0,2,1,8.299999999999999,0
101.0,6.0,0,10.0,5.9867025489936445,3,2,0,5.95,0
114.0,5.872114681411617,1,3.4989698771591726,5.054308957149434,2,4,9,5.394,0
100.0,4.994865513567291,0,10.0,7.0,3,2,2,8.75,0
134.0,9.0,1,8.778840780385995,1.7929460266699344,5,4,4,5.5,1
85.0,7.884639123482675,0,7.132537215103444,10.0,3,1,0,5.442,0
98.0,1.0,0,4.231257820678739,4.396220644820037,2,1,5,7.35,0
96.0,1.0,0,4.9296611160410215,3.6753367459899344,2,1,3,6.3675,0
85.0,3.0,0,9.0,7.4184871480120105,4,1,2,6.23,0
91.0,9.0,1,7.161688529913679,9.0,4,4,6,5.545,0
108.0,9.0,0,4.03513226077262,4.0,3,1,0,5.88,0
98.0,2.9399289128145725,1,3.4395874142477325,2.0,2,2,2,7.48,0
117.0,6.0,1,8.0,1.0,5,1,1,7.49,0
77.0,8.0,1,0.0,5.0,2,1,5,9.9,0
97.0,6.75674115387347,0,3.0,4.0,1,4,3,6.55,0
106.0,9.0,0,3.8353031671735813,7.088137311949147,1,2,1,7.81,0
103.0,4.042519731251211,1,6.0,5.850988318473412,1,2,3,6.99,0
102.0,4.971011971121001,0,4.0,6.285750287115192,3,1,5,6.97,0
107.0,5.078713576499201,0,8.0,8.312158472487287,3,2,6,8.97,1
100.0,7.0,1,4.605234969504831,9.0,3,1,6,5.894,0
112.0,6.03,1,3.0,3.0,4,1,5,6.85,0
78.0,1.0,1,0.0,1.0,0,1,3,5.918571428571428,0
86.0,3.956463674923775,1,4.920563779250543,6.971913140174337,3,2,3,5.390000000000001,1
115.0,9.354286750010399,1,10.0,6.0,2,4,0,4.31,0
97.0,6.764453932776533,0,9.0,10.0,4,2,3,5.965,1
111.0,6.0,1,3.852505870700572,4.0,3,1,2,5.34,1
99.0,10.0,0,5.092516743988384,9.0,1,4,3,8.128333333333332,0
94.0,8.024057725791678,0,5.0,4.642136648268739,7,1,3,5.7575,1
106.0,4.214893338899536,0,3.727038726385331,2.0,3,1,2,9.61,0
99.0,4.79355076432331,0,7.0,4.919638025951855,3,2,1,5.19,0
99.0,5.731847263635807,0,3.0,4.808545615465235,2,2,3,8.325,0
107.0,4.182800166449141,1,3.8802648456148994,6.63824478130255,1,1,3,8.665,1
99.0,3.0,0,5.335402505414493,4.7501948587198335,2,1,1,7.8375,1
101.0,5.296332633217947,0,4.662875267748273,5.699539411446549,3,1,3,7.836,0
135.0,8.0,0,10.0,3.0,2,4,1,6.58,1
96.0,7.003278610841935,0,5.667311475232683,4.826062478332558,5,1,3,7.4975,0
90.0,6.0,0,2.0,3.103593449598975,5,0,1,7.16,1
103.0,5.061976895331327,0,4.063362574824382,5.9353738307427015,2,2,6,6.835,0
101.0,4.899575515077604,1,4.420803138894065,5.195835323121472,3,1,3,5.84,0
111.0,8.0,0,4.7104351546175955,6.611997472626921,3,1,2,8.46,1
103.0,4.7709504851126,0,9.0,6.028976794908441,3,2,2,5.62,0
86.0,4.0,1,6.384560734950856,8.0,1,1,0,5.32,0
102.0,5.512336378799596,0,5.002405497709383,4.804316059789993,2,2,2,7.396666666666666,0
109.0,3.9516685165302547,0,4.0,4.887568214071285,0,2,3,5.99,0
98.0,6.0,1,5.361568828811869,4.79193152299117,2,1,0,8.81,0
100.0,5.352567562627069,0,4.643230711857115,5.478173356983385,3,1,2,8.22,0
98.0,6.711533232434039,1,5.783773423782339,9.0,3,1,2,6.988333333333333,1
101.0,4.988294013556562,0,4.430703087436925,5.311892365908962,3,1,3,6.376666666666666,0
102.0,3.268426205756917,0,8.0,6.000836572036722,1,1,0,5.318,0
101.0,5.393114316823983,0,5.0,6.2817465631492695,2,2,5,8.44,0
118.0,5.291769872650157,1,3.3143365390453496,4.897257459214547,1,1,4,8.330000000000002,0
99.0,6.0,0,5.248337578666341,4.891814819627346,4,1,3,5.699999999999999,0
103.0,2.0,0,4.425566647944276,4.433772808115258,2,2,6,2.34,0
106.0,1.0,1,3.5869936721587834,5.358823241593026,0,1,3,7.07,1
104.0,2.0,0,4.230171249545684,5.394341664553931,1,1,2,7.616666666666666,1
81.0,3.8592290550026185,1,5.0,10.0,0,2,3,8.67,0
120.0,6.0,0,1.0,4.0,0,1,4,7.79,0
77.0,4.982484824977831,0,0.0,4.197408338465404,2,1,0,8.7975,0
79.0,0.0,0,1.0,2.0,0,0,1,9.15,0
99.0,6.0,0,5.1309731709550235,4.8613445401836195,2,2,1,6.033333333333334,0
98.0,5.627122497935822,0,4.958246714742863,7.0,2,2,4,6.3,0
117.0,5.843333339888872,0,4.792835493102061,4.02957168023041,2,1,2,5.396,0
116.0,6.180064147283005,1,4.353327403058557,4.134157226825355,2,1,3,7.3425,0
91.0,1.0,0,5.655927581002786,2.9641050495767374,2,1,1,6.69,0
94.0,4.798064263519862,0,4.327798117324541,6.0,3,1,3,6.955714285714286,0
95.0,8.0,1,0.0,3.0,1,3,1,6.216666666666666,0
104.0,6.140524431451734,0,4.993764031412045,3.0,6,1,3,4.61,1
97.0,3.0,0,5.964976694985818,4.355414374587742,1,4,3,7.75,1
87.0,5.5069386292588405,0,5.527580706478453,5.477038824182721,4,1,2,6.6,0
94.0,7.412319888331773,0,6.350525317326852,9.0,4,1,2,5.833333333333333,1
91.0,6.46310812565352,0,6.453366909497483,7.0,2,2,0,7.093333333333334,0
127.0,10.0,1,5.445307654177803,5.695466163120628,4,1,3,9.123333333333333,1
96.0,4.479282248869005,1,3.799669947020888,6.057679551130509,2,2,6,5.05,0
101.0,6.071619468809999,1,4.899766849262683,5.5737715385107,2,4,6,9.54,0
107.0,4.125889057116428,1,10.0,8.010459346011377,4,1,3,5.3125,1
88.0,7.865125216574171,1,8.0,10.0,2,4,4,7.1,0
83.0,0.26699336909522486,0,2.651686245226344,2.0,3,2,6,0.0,0
91.0,1.0,0,6.056047315818525,2.808909146585968,1,4,3,7.47,0
94.0,5.0,1,4.015622123471587,6.634162632982065,0,1,0,5.8066666666666675,0
103.0,7.0,0,4.441814852007248,6.076370502919765,3,2,4,7.392,0
95.0,5.381903910481533,1,6.0,5.19421564215418,2,3,3,7.97,0
95.0,4.688994628946887,0,3.0,6.87290245758609,2,2,6,7.75,0
112.0,10.0,0,9.0,10.0,5,2,5,9.96,1
91.0,1.0,0,10.0,0.0,4,4,1,6.56,0
98.0,3.0,1,8.0,4.0,5,1,3,6.491999999999999,1
92.0,7.24043418486141,0,3.0,9.0,2,1,3,5.575,0
101.0,6.92182627081997,1,2.0,4.85352835083782,5,1,5,4.888,1
103.0,4.61920223155137,0,10.0,6.880731494749931,4,1,0,6.55,1
101.0,5.01315354935722,0,4.85997473331798,3.0,2,3,3,6.676666666666667,0
102.0,4.120292997546763,0,4.045527724712013,5.623008227999707,1,1,2,7.276666666666666,0
102.0,5.850262785021208,0,1.0,4.426031497472188,2,2,3,6.78,1
109.0,3.0,0,3.126118214472651,6.344780040935618,0,1,3,6.5680000000000005,1
104.0,5.122082362897572,1,3.767738900549894,5.570189903444856,2,2,6,5.892,0
130.0,7.76,1,9.0,1.0,6,3,3,4.353333333333333,1
81.0,3.0,0,8.235329099040918,10.0,4,1,3,7.43,1
96.0,3.0,0,8.0,4.0,3,2,1,5.311999999999999,0
103.0,6.0,1,7.0,4.0,2,4,3,6.7875,0
100.0,5.865503320925452,0,5.372786965065483,8.0,3,2,3,5.227142857142858,1
93.0,3.0,0,5.770540806700794,3.3736094616152634,4,1,2,8.22,0
115.0,5.0,0,8.259918066043902,4.0,4,1,3,5.63,0
120.0,7.066928489463969,1,6.080240410651509,2.825253271860273,3,3,4,5.77,0
103.0,10.0,0,4.9215730906412105,6.363487705526561,4,2,2,5.0,0
94.0,1.0,1,0.0,0.0,5,4,2,8.068000000000001,3
100.0,4.4453281312137065,0,6.0,5.0902900358280725,2,2,2,4.89,0
108.0,9.0,1,4.175762423468509,7.568571864997974,2,2,1,8.15,1
120.0,7.149776856409911,1,7.4794686291890216,1.7488893403689332,1,4,0,6.79,0
98.0,5.236504920016319,1,3.0,3.6389672020190496,2,1,1,4.956,0
107.0,4.305067933668482,0,4.044996151820666,5.0,3,2,5,5.59,1
99.0,3.0,1,8.0,5.021394184237597,3,1,2,6.875,0
98.0,6.199838900555893,0,8.0,8.0,3,1,0,6.035,1
103.0,6.0,0,10.0,6.916992074225405,4,2,2,7.61,0
100.0,3.0,0,4.592704466559034,4.0,2,1,2,6.51,0
92.0,4.0,0,3.0,4.744511799889086,2,1,2,7.94,0
99.0,2.0,0,4.2700258011503,4.773764295043087,2,2,6,7.416666666666667,0
96.0,4.4255010603190215,1,10.0,9.775634452817602,4,1,5,9.87,0
123.0,1.0,0,4.0,1.7157667089263349,1,1,3,8.97,1
91.0,4.0,0,6.0,3.50418940737082,3,4,2,9.29,1
109.0,4.0,1,1.0,2.0,2,1,3,6.716666666666666,1
